age,overall,potential,age_potential_gap,is_at_peak,pace,shooting,passing,dribbling,defending,physic,position_group_GK,position_group_DEF,position_group_MID,position_group_ATT,log_value,short_name,market_value_eur,value_per_rating
28,64,66,2,0,70.0,33.0,52.0,60.0,63.0,69.0,0,1,0,0,13.304686600863562,K. Demirtaş,600000.0,9230.76923076923
26,66,66,0,1,69.0,60.0,64.0,65.0,60.0,72.0,0,0,1,0,13.73755009757506,K. Dempsey,925000.0,13805.970149253732
21,67,76,9,0,71.0,67.0,49.0,66.0,24.0,67.0,0,0,0,1,14.648420115681892,K. Denkey,2300000.0,33823.529411764706
32,63,63,0,1,64.0,64.0,51.0,62.0,37.0,73.0,0,0,0,1,12.899222326086994,K. Dennis,400000.0,6250.0
30,67,67,0,1,39.0,38.0,47.0,45.0,67.0,74.0,0,1,0,0,13.623139877437296,K. Dermaku,825000.0,12132.35294117647
23,76,79,3,0,67.0,66.0,75.0,75.0,68.0,73.0,0,0,1,0,16.118095750958314,K. Dewsbury-Hall,10000000.0,129870.12987012987
23,75,81,6,0,91.0,69.0,66.0,78.0,47.0,67.0,0,0,1,0,16.012735246411598,K. Diatta,9000000.0,118421.05263157895
22,57,64,7,0,76.0,60.0,46.0,60.0,24.0,54.0,0,0,0,1,12.691583538230217,K. Diawara,325000.0,5603.448275862069
25,71,73,2,0,75.0,56.0,61.0,69.0,68.0,75.0,0,1,0,0,14.603968372873895,K. Diks,2200000.0,30555.555555555555
25,65,68,3,0,57.0,27.0,43.0,45.0,66.0,71.0,0,1,0,0,13.652992804936396,K. Dimitrov,850000.0,12878.787878787878
29,72,72,0,1,65.0,32.0,53.0,60.0,73.0,69.0,0,1,0,0,14.508658238524095,K. Djidji,2000000.0,27397.260273972603
26,62,63,1,0,60.0,62.0,44.0,61.0,20.0,60.0,0,0,0,1,13.07107218827772,K. Djoco,475000.0,7539.68253968254
26,66,67,1,0,73.0,66.0,63.0,64.0,24.0,48.0,0,0,0,1,13.815511557963774,K. Dlamini,1000000.0,14925.373134328358
24,77,81,4,0,71.0,79.0,67.0,76.0,30.0,68.0,0,0,0,1,16.5563506464056,K. Dolberg,15500000.0,198717.94871794872
29,69,69,0,1,75.0,70.0,67.0,72.0,37.0,52.0,0,0,1,0,14.151983508870947,K. Dolly,1400000.0,20000.0
17,59,79,20,0,67.0,61.0,49.0,59.0,21.0,46.0,0,0,0,1,13.304686600863562,K. Dong,600000.0,10000.0
29,70,70,0,1,70.0,52.0,64.0,66.0,68.0,73.0,0,0,1,0,14.151983508870947,K. Dougall,1400000.0,19718.309859154928
23,62,70,8,0,70.0,59.0,60.0,64.0,61.0,70.0,0,0,1,0,13.681980308196241,K. Doukoure,875000.0,13888.888888888889
19,65,79,14,0,68.0,57.0,64.0,68.0,57.0,56.0,0,0,1,0,14.346139397261565,K. Doumbia,1700000.0,25757.575757575756
24,70,73,3,0,64.0,68.0,71.0,72.0,40.0,51.0,0,0,1,0,14.603968372873895,K. Dowell,2200000.0,30985.915492957745
30,66,66,0,1,59.0,64.0,66.0,65.0,65.0,73.0,0,0,1,0,13.623139877437296,K. Drygas,825000.0,12313.432835820895
25,68,71,3,0,90.0,69.0,60.0,66.0,35.0,74.0,0,0,0,1,14.285514812209815,K. Duah,1600000.0,23188.405797101448
24,71,75,4,0,89.0,46.0,58.0,69.0,65.0,71.0,0,1,0,0,14.731801689838349,K. Duncan,2500000.0,34722.22222222222
20,62,69,7,0,75.0,57.0,56.0,61.0,24.0,45.0,0,0,1,0,13.592368256649284,K. Díaz,800000.0,12698.412698412698
24,61,69,8,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.345508528717259,K. Dąbrowski,625000.0,10080.645161290322
24,65,68,3,0,82.0,57.0,60.0,70.0,40.0,54.0,0,0,0,1,13.790193775620484,K. Edwards,975000.0,14772.727272727272
16,51,63,12,0,61.0,52.0,37.0,47.0,18.0,45.0,0,0,0,1,11.775297421715827,K. Edworthy,130000.0,2500.0
22,59,70,11,0,66.0,40.0,50.0,56.0,54.0,57.0,0,1,0,0,13.07107218827772,K. Egell-Johnsen,475000.0,7916.666666666667
19,58,72,14,0,70.0,57.0,40.0,54.0,19.0,63.0,0,0,0,1,13.07107218827772,K. Ehibhatiomhan,475000.0,8050.847457627118
27,72,73,1,0,88.0,57.0,63.0,69.0,66.0,76.0,0,1,0,0,14.731801689838349,K. Ehizibue,2500000.0,34246.57534246575
21,67,78,11,0,63.0,29.0,51.0,53.0,68.0,68.0,0,1,0,0,14.557448378884015,K. Ehlers,2100000.0,30882.352941176472
27,64,65,1,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.122365377402328,K. Eisele,500000.0,7692.307692307692
32,71,71,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.73755009757506,K. Eissa,925000.0,12847.222222222223
27,71,72,1,0,87.0,73.0,56.0,72.0,24.0,63.0,0,0,0,1,14.603968372873895,K. El Berkaoui,2200000.0,30555.555555555555
22,58,67,9,0,63.0,55.0,48.0,62.0,26.0,53.0,0,0,1,0,13.017005083966255,K. ElMedkhar,450000.0,7627.118644067797
24,65,69,4,0,73.0,54.0,64.0,69.0,46.0,58.0,0,0,1,0,13.815511557963774,K. Endo,1000000.0,15151.515151515152
31,70,70,0,1,76.0,72.0,60.0,73.0,27.0,58.0,0,0,0,1,14.077875591662238,K. Erasmus,1300000.0,18309.859154929578
26,66,67,1,0,69.0,63.0,61.0,66.0,39.0,68.0,0,0,1,0,13.815511557963774,K. Eriksen,1000000.0,14925.373134328358
20,62,74,12,0,72.0,61.0,39.0,58.0,30.0,66.0,0,0,0,1,13.790193775620484,K. Etete,975000.0,15476.190476190477
18,61,74,13,0,60.0,37.0,52.0,55.0,61.0,62.0,0,0,1,0,13.493928313146206,K. Etta Eyong,725000.0,11693.548387096775
18,50,62,12,0,61.0,40.0,51.0,50.0,39.0,47.0,0,0,1,0,11.608244735642321,K. Evans,110000.0,2156.8627450980393
21,63,70,7,0,62.0,33.0,54.0,61.0,61.0,68.0,0,1,0,0,13.73755009757506,K. Ezekwem,925000.0,14453.125
24,66,70,4,0,77.0,57.0,61.0,69.0,59.0,60.0,0,1,0,0,13.910821646859095,K. Faber,1100000.0,16417.910447761195
26,62,63,1,0,70.0,60.0,41.0,60.0,29.0,68.0,0,0,0,1,13.07107218827772,K. Farade,475000.0,7539.68253968254
18,60,78,18,0,65.0,51.0,62.0,70.0,40.0,40.0,0,0,1,0,13.345508528717259,K. Fayad,625000.0,10245.901639344262
22,62,68,6,0,64.0,47.0,56.0,58.0,60.0,62.0,0,0,1,0,13.304686600863562,K. Felida,600000.0,9523.809523809523
18,52,68,16,0,71.0,23.0,40.0,52.0,51.0,57.0,0,1,0,0,12.154784614286667,K. Ferdinand,190000.0,3584.9056603773583
22,57,64,7,0,53.0,29.0,41.0,46.0,55.0,68.0,0,1,0,0,12.611541086966115,K. Ferguson,300000.0,5172.413793103448
23,62,69,7,0,71.0,63.0,59.0,61.0,21.0,50.0,0,0,1,0,13.592368256649284,K. Fernández,800000.0,12698.412698412698
33,67,67,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.691583538230217,K. Fickentscher,325000.0,4779.411764705882
24,68,73,5,0,78.0,47.0,62.0,63.0,63.0,68.0,0,1,0,0,14.346139397261565,K. Fila,1700000.0,24637.681159420288
22,63,69,6,0,72.0,53.0,56.0,59.0,61.0,69.0,0,1,0,0,13.45883704259595,K. Finnsson,700000.0,10937.5
21,69,75,6,0,77.0,38.0,61.0,65.0,63.0,69.0,0,1,0,0,14.557448378884015,K. Fischer,2100000.0,30000.0
18,66,81,15,0,68.0,56.0,66.0,72.0,60.0,45.0,0,0,1,0,14.508658238524095,K. Fitz-Jim,2000000.0,29850.746268656716
16,52,75,23,0,64.0,52.0,42.0,54.0,24.0,49.0,0,0,0,1,12.429220196836383,K. Fletcher,250000.0,4716.981132075472
26,65,70,5,0,62.0,27.0,35.0,45.0,62.0,81.0,0,1,0,0,13.73755009757506,K. Ford,925000.0,14015.151515151516
29,62,63,1,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.611541086966115,K. Forenc,300000.0,4761.9047619047615
19,53,73,20,0,66.0,46.0,52.0,54.0,38.0,44.0,0,0,1,0,12.429220196836383,K. Fotheringham,250000.0,4629.62962962963
19,52,68,16,0,67.0,33.0,48.0,54.0,47.0,43.0,0,1,0,0,12.206077645517674,K. Franklin,200000.0,3773.5849056603774
30,63,63,0,1,64.0,54.0,58.0,62.0,60.0,65.0,0,1,0,0,12.959846800844963,K. Freeman,425000.0,6640.625
22,62,67,5,0,71.0,37.0,53.0,59.0,58.0,63.0,0,1,0,0,13.26212705890841,K. Freeman,575000.0,9126.984126984127
28,68,68,0,1,85.0,61.0,63.0,75.0,35.0,48.0,0,0,1,0,13.997832948091215,K. Frei,1200000.0,17391.304347826088
19,54,67,13,0,65.0,37.0,45.0,54.0,52.0,61.0,0,0,1,0,12.388398368982115,K. Frimpong,240000.0,4363.636363636364
26,65,68,3,0,80.0,58.0,63.0,67.0,57.0,66.0,0,0,1,0,13.73755009757506,K. Froese,925000.0,14015.151515151516
23,74,83,9,0,77.0,70.0,72.0,75.0,52.0,52.0,0,0,1,0,16.066802461833923,K. Fujimoto,9500000.0,126666.66666666667
27,75,75,0,1,87.0,75.0,68.0,74.0,47.0,65.0,0,0,0,1,15.607270193858982,K. Furuhashi,6000000.0,78947.36842105263
24,71,76,5,0,76.0,71.0,68.0,71.0,69.0,71.0,0,0,1,0,14.845130332288226,K. Galanopoulos,2800000.0,38888.88888888889
35,77,77,0,1,78.0,77.0,73.0,75.0,41.0,66.0,0,0,0,1,15.319588176962746,K. Gameiro,4500000.0,57692.307692307695
33,67,67,0,1,75.0,61.0,62.0,62.0,61.0,70.0,0,1,0,0,13.171155446333852,K. Getinger,525000.0,7720.588235294118
32,68,68,0,1,71.0,55.0,67.0,69.0,65.0,67.0,0,1,0,0,13.623139877437296,K. Gibbs,825000.0,11956.521739130434
32,70,70,0,1,49.0,51.0,56.0,54.0,71.0,85.0,0,0,1,0,13.910821646859095,K. Gjasula,1100000.0,15492.957746478873
29,65,65,0,1,50.0,46.0,54.0,53.0,65.0,76.0,0,0,1,0,13.304686600863562,K. Gkezos,600000.0,9090.90909090909
34,71,71,0,1,35.0,32.0,44.0,52.0,71.0,79.0,0,1,0,0,13.304686600863562,K. Glik,600000.0,8333.333333333334
23,62,68,6,0,85.0,38.0,50.0,57.0,57.0,62.0,0,1,0,0,13.304686600863562,K. Goden,600000.0,9523.809523809523
26,58,58,0,1,69.0,55.0,50.0,63.0,30.0,41.0,0,0,0,1,12.301387370778713,K. González,220000.0,3728.813559322034
20,54,71,17,0,62.0,30.0,35.0,40.0,54.0,58.0,0,1,0,0,12.524530013005734,K. Gordon,275000.0,5000.0
24,60,64,4,0,78.0,49.0,53.0,58.0,54.0,63.0,0,1,0,0,12.691583538230217,K. Gordon,325000.0,5327.868852459016
17,62,83,21,0,72.0,57.0,54.0,65.0,25.0,46.0,0,0,0,1,13.997832948091215,K. Gordon,1200000.0,19047.619047619046
27,69,69,0,1,80.0,67.0,62.0,71.0,33.0,62.0,0,0,0,1,14.220976332738882,K. Gorré,1500000.0,21428.571428571428
20,65,77,12,0,76.0,50.0,65.0,71.0,56.0,49.0,0,0,1,0,14.346139397261565,K. Goudmijn,1700000.0,25757.575757575756
23,74,79,5,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,15.424948670398354,K. Grabara,5000000.0,66666.66666666667
24,73,76,3,0,86.0,73.0,62.0,72.0,33.0,65.0,0,0,0,1,15.250595321348806,K. Grant,4200000.0,56756.75675675676
25,59,62,3,0,62.0,45.0,52.0,57.0,57.0,70.0,0,0,1,0,12.611541086966115,K. Green,300000.0,5000.0
34,73,73,0,1,85.0,68.0,69.0,73.0,37.0,58.0,0,0,1,0,14.151983508870947,K. Grosicki,1400000.0,18918.91891891892
21,58,66,8,0,68.0,50.0,54.0,58.0,54.0,57.0,0,0,1,0,12.959846800844963,K. Grozos,425000.0,7203.389830508475
23,67,76,9,0,67.0,36.0,52.0,57.0,68.0,62.0,0,1,0,0,14.557448378884015,K. Guessoum,2100000.0,30882.352941176472
29,60,60,0,1,66.0,59.0,51.0,59.0,40.0,72.0,0,0,0,1,12.429220196836383,K. Guthrie,250000.0,4098.360655737705
25,70,75,5,0,76.0,59.0,67.0,72.0,62.0,72.0,0,0,1,0,14.557448378884015,K. Gutiérrez,2100000.0,29577.464788732395
27,76,78,2,0,66.0,46.0,63.0,62.0,78.0,73.0,0,1,0,0,15.894952224644102,K. Günter,8000000.0,103896.1038961039
18,56,76,20,0,69.0,53.0,51.0,63.0,27.0,42.0,0,0,1,0,12.899222326086994,K. Habibullah,400000.0,7017.543859649123
23,61,68,7,0,71.0,31.0,46.0,50.0,59.0,74.0,0,1,0,0,13.304686600863562,K. Hajrizi,600000.0,9677.41935483871
20,54,62,8,0,63.0,54.0,43.0,59.0,27.0,46.0,0,0,0,1,12.388398368982115,K. Halabaku,240000.0,4363.636363636364
18,55,70,15,0,72.0,48.0,50.0,61.0,25.0,34.0,0,0,1,0,12.611541086966115,K. Halldórsson,300000.0,5357.142857142857
27,62,62,0,1,76.0,58.0,58.0,65.0,44.0,57.0,0,0,0,1,12.959846800844963,K. Hansen,425000.0,6746.0317460317465
33,68,68,0,1,59.0,47.0,61.0,58.0,67.0,71.0,0,1,0,0,13.26212705890841,K. Hansen,575000.0,8333.333333333334
20,67,77,10,0,80.0,30.0,57.0,62.0,60.0,71.0,0,1,0,0,14.557448378884015,K. Hansen,2100000.0,30882.352941176472
28,64,64,0,1,70.0,53.0,59.0,62.0,61.0,65.0,0,1,0,0,13.171155446333852,K. Haraldseid,525000.0,8076.923076923077
20,59,69,10,0,75.0,58.0,38.0,58.0,22.0,65.0,0,0,0,1,13.122365377402328,K. Harratt,500000.0,8333.333333333334
28,68,68,0,1,73.0,61.0,64.0,65.0,67.0,80.0,0,0,1,0,13.997832948091215,K. Hashimoto,1200000.0,17391.304347826088
24,68,74,6,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.220976332738882,K. Haug,1500000.0,21739.130434782608
28,70,70,0,1,77.0,60.0,65.0,65.0,62.0,72.0,0,1,0,0,14.151983508870947,K. Haugen,1400000.0,19718.309859154928
26,74,76,2,0,59.0,45.0,60.0,59.0,73.0,76.0,0,1,0,0,15.341567078850604,K. Hause,4600000.0,61333.333333333336
23,84,91,7,0,81.0,79.0,79.0,84.0,45.0,68.0,0,0,1,0,17.370858648025116,K. Havertz,35000000.0,411764.70588235295
20,64,74,10,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.910821646859095,K. Hein,1100000.0,16923.076923076922
30,63,63,0,1,68.0,62.0,52.0,61.0,29.0,64.0,0,0,0,1,13.07107218827772,K. Hemmings,475000.0,7421.875
20,63,74,11,0,75.0,44.0,61.0,63.0,56.0,56.0,0,1,0,0,13.815511557963774,K. Hernández-Foster,1000000.0,15625.0
21,64,71,7,0,70.0,59.0,59.0,68.0,38.0,50.0,0,0,1,0,13.997832948091215,K. Hinokio,1200000.0,18461.53846153846
27,63,63,0,1,64.0,34.0,56.0,61.0,58.0,62.0,0,1,0,0,13.07107218827772,K. Hodžić,475000.0,7421.875
20,67,79,12,0,75.0,38.0,61.0,64.0,64.0,65.0,0,1,0,0,14.648420115681892,K. Hoever,2300000.0,33823.529411764706
29,63,63,0,1,66.0,59.0,55.0,63.0,42.0,74.0,0,0,0,1,13.07107218827772,K. Holmberg,475000.0,7421.875
20,55,68,13,0,59.0,45.0,57.0,54.0,43.0,53.0,0,0,1,0,12.611541086966115,K. Holmén,300000.0,5357.142857142857
27,63,63,0,1,86.0,56.0,54.0,69.0,24.0,42.0,0,0,1,0,13.122365377402328,K. Holzweiler,500000.0,7812.5
20,62,75,13,0,67.0,63.0,58.0,69.0,40.0,42.0,0,0,1,0,13.76421831620775,K. Horváth,950000.0,15079.36507936508
22,58,64,6,0,63.0,58.0,46.0,52.0,25.0,70.0,0,0,0,1,12.691583538230217,K. Hudlin,325000.0,5508.474576271186
20,60,69,9,0,77.0,52.0,53.0,64.0,29.0,48.0,0,0,0,1,13.217675375388819,K. Hurst,550000.0,9016.393442622952
21,59,68,9,0,55.0,43.0,49.0,51.0,57.0,62.0,0,1,0,0,13.07107218827772,K. Höög Jansson,475000.0,7916.666666666667
21,63,70,7,0,77.0,61.0,50.0,61.0,27.0,63.0,0,0,0,1,13.790193775620484,K. Høgh,975000.0,15234.375
25,77,78,1,0,73.0,79.0,70.0,77.0,38.0,70.0,0,0,0,1,16.380459992348886,K. Iheanacho,13000000.0,166666.66666666666
22,68,77,9,0,75.0,69.0,68.0,74.0,57.0,67.0,0,0,1,0,14.80876270134486,K. Imeri,2700000.0,39130.434782608696
20,60,73,13,0,73.0,52.0,62.0,65.0,43.0,41.0,0,0,0,1,13.304686600863562,K. Ingason,600000.0,9836.065573770491
21,60,71,11,0,68.0,59.0,51.0,62.0,23.0,52.0,0,0,0,1,13.217675375388819,K. Isa,550000.0,9016.393442622952
25,76,80,4,0,74.0,45.0,59.0,69.0,77.0,77.0,0,1,0,0,16.066802461833923,K. Itakura,9500000.0,123376.62337662338
28,65,65,0,1,91.0,61.0,53.0,64.0,33.0,60.0,0,0,0,1,13.493928313146206,K. Jackson,725000.0,10984.848484848484
25,76,78,2,0,64.0,62.0,65.0,69.0,73.0,82.0,0,0,1,0,15.955576839107596,K. Jakić,8500000.0,110389.61038961039
24,65,69,4,0,80.0,40.0,57.0,62.0,57.0,62.0,0,1,0,0,13.76421831620775,K. Jakob,950000.0,14393.939393939394
23,57,62,5,0,54.0,30.0,40.0,44.0,57.0,67.0,0,1,0,0,12.301387370778713,K. Jameson,220000.0,3793.103448275862
19,55,67,12,0,74.0,51.0,50.0,57.0,30.0,57.0,0,0,1,0,12.611541086966115,K. Jelacic,300000.0,5357.142857142857
21,64,72,8,0,76.0,60.0,59.0,68.0,20.0,49.0,0,0,0,1,14.077875591662238,K. Jensen,1300000.0,20000.0
23,58,64,6,0,60.0,36.0,55.0,51.0,55.0,64.0,0,0,1,0,12.611541086966115,K. Jodłowski,300000.0,5084.745762711865
24,62,69,7,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.42246945133505,K. Joelsson,675000.0,10714.285714285714
19,60,76,16,0,80.0,60.0,49.0,67.0,24.0,49.0,0,0,1,0,13.345508528717259,K. John,625000.0,10245.901639344262
21,64,69,5,0,65.0,43.0,56.0,64.0,61.0,58.0,0,1,0,0,13.652992804936396,K. John,850000.0,13076.923076923076
23,65,70,5,0,63.0,33.0,39.0,51.0,66.0,68.0,0,1,0,0,13.790193775620484,K. John,975000.0,14772.727272727272
32,68,68,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.304686600863562,K. Johnsson,600000.0,8695.652173913044
20,63,75,12,0,75.0,62.0,46.0,63.0,23.0,56.0,0,0,0,1,13.997832948091215,K. Joseph,1200000.0,18750.0
24,69,74,5,0,84.0,55.0,60.0,72.0,42.0,63.0,0,0,1,0,14.557448378884015,K. Jóźwiak,2100000.0,30000.0
22,67,75,8,0,78.0,45.0,56.0,64.0,59.0,73.0,0,1,0,0,14.603968372873895,K. Jørgensen,2200000.0,32352.941176470587
28,66,66,0,1,78.0,64.0,59.0,67.0,45.0,72.0,0,0,0,1,13.652992804936396,K. Kabran,850000.0,12686.567164179105
29,65,66,1,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.217675375388819,K. Kahlina,550000.0,8333.333333333334
23,65,71,6,0,64.0,57.0,63.0,65.0,61.0,65.0,0,0,1,0,13.910821646859095,K. Kairinen,1100000.0,16666.666666666668
25,62,63,1,0,77.0,57.0,56.0,68.0,34.0,60.0,0,0,1,0,13.07107218827772,K. Kaissis,475000.0,7539.68253968254
37,70,70,0,1,69.0,69.0,62.0,69.0,36.0,75.0,0,0,0,1,13.217675375388819,K. Kamara,550000.0,7746.478873239436
31,65,65,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.834683971615659,K. Kamiński,375000.0,5681.818181818182
31,79,79,0,1,66.0,66.0,80.0,81.0,64.0,62.0,0,0,1,0,16.489659276356317,K. Kampl,14500000.0,181250.0
31,67,67,0,1,73.0,65.0,65.0,69.0,62.0,66.0,0,1,0,0,13.527829818844937,K. Kanak,750000.0,11029.411764705883
28,69,69,0,1,68.0,67.0,64.0,69.0,27.0,68.0,0,0,0,1,14.151983508870947,K. Karaman,1400000.0,20000.0
19,65,73,8,0,75.0,57.0,59.0,65.0,59.0,66.0,0,1,0,0,14.220976332738882,K. Karataş,1500000.0,22727.272727272728
19,55,68,13,0,72.0,50.0,50.0,55.0,29.0,49.0,0,0,1,0,12.611541086966115,K. Kardyś,300000.0,5357.142857142857
30,64,64,0,1,78.0,64.0,54.0,61.0,32.0,76.0,0,0,0,1,13.26212705890841,K. Karikari,575000.0,8846.153846153846
23,62,69,7,0,68.0,55.0,63.0,60.0,62.0,65.0,0,1,0,0,13.527829818844937,K. Kaïboué,750000.0,11904.761904761905
18,65,78,13,0,68.0,32.0,48.0,51.0,65.0,71.0,0,1,0,0,14.285514812209815,K. Keben,1600000.0,24242.424242424244
21,63,71,8,0,66.0,41.0,53.0,59.0,59.0,71.0,0,0,1,0,13.815511557963774,K. Keïta,1000000.0,15625.0
21,57,69,12,0,59.0,29.0,30.0,33.0,56.0,68.0,0,1,0,0,12.834683971615659,K. Keller,375000.0,6465.517241379311
30,67,67,0,1,72.0,65.0,64.0,67.0,60.0,76.0,0,0,1,0,13.790193775620484,K. Kerschbaumer,975000.0,14338.235294117647
21,66,73,7,0,68.0,64.0,64.0,70.0,52.0,59.0,0,0,1,0,14.346139397261565,K. Kesgin,1700000.0,25373.13432835821
19,65,81,16,0,82.0,48.0,58.0,64.0,59.0,60.0,0,1,0,0,14.403297778421795,K. Kesler Hayden,1800000.0,27272.727272727272
27,60,61,1,0,76.0,57.0,62.0,63.0,45.0,63.0,0,0,1,0,12.524530013005734,K. Khazeni,275000.0,4508.196721311476
16,54,73,19,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.388398368982115,K. Kiilerich,240000.0,4363.636363636364
21,65,77,12,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.220976332738882,K. Klaesson,1500000.0,22727.272727272728
22,68,74,6,0,68.0,52.0,57.0,64.0,66.0,78.0,0,0,1,0,14.403297778421795,K. Klefisch,1800000.0,26086.956521739132
20,63,74,11,0,63.0,51.0,56.0,58.0,61.0,69.0,0,0,1,0,13.815511557963774,K. Knap,1000000.0,15625.0
25,63,66,3,0,81.0,46.0,53.0,62.0,56.0,70.0,0,1,0,0,13.26212705890841,K. Knoyle,575000.0,8984.375
20,68,81,13,0,63.0,68.0,71.0,71.0,53.0,65.0,0,0,1,0,14.88022163978423,K. Koindredi,2900000.0,42028.985507246376
21,77,86,9,0,71.0,69.0,74.0,81.0,69.0,73.0,0,0,1,0,16.97251102166758,K. Koné,23500000.0,301282.0512820513
22,58,66,8,0,78.0,53.0,56.0,57.0,39.0,53.0,0,0,0,1,13.017005083966255,K. Kostorz,450000.0,7627.118644067797
24,68,75,7,0,75.0,36.0,50.0,64.0,64.0,67.0,0,1,0,0,14.648420115681892,K. Kouao,2300000.0,33333.333333333336
19,51,59,8,0,71.0,50.0,46.0,53.0,33.0,50.0,0,0,0,1,11.775297421715827,K. Kouassi,130000.0,2500.0
23,59,67,8,0,78.0,50.0,53.0,60.0,51.0,57.0,0,1,0,0,13.07107218827772,K. Kouassivi-Benissan,475000.0,7916.666666666667
31,86,86,0,1,79.0,48.0,63.0,68.0,87.0,85.0,0,1,0,0,17.370858648025116,K. Koulibaly,35000000.0,402298.8505747126
18,66,79,13,0,65.0,33.0,53.0,60.0,66.0,64.0,0,1,0,0,14.45736497045232,K. Koulierakis,1900000.0,28358.20895522388
18,68,84,16,0,73.0,58.0,62.0,75.0,59.0,67.0,0,0,1,0,14.946912992035967,K. Kozłowski,3100000.0,44927.536231884056
30,62,62,0,1,55.0,23.0,33.0,36.0,62.0,71.0,0,1,0,0,12.691583538230217,K. Kościelny,325000.0,5158.730158730159
21,60,71,11,0,63.0,53.0,57.0,61.0,52.0,61.0,0,0,1,0,13.217675375388819,K. Krasniqi,550000.0,9016.393442622952
26,64,65,1,0,74.0,61.0,60.0,67.0,49.0,61.0,0,0,1,0,13.45883704259595,K. Krasniqi,700000.0,10769.23076923077
29,68,68,0,1,48.0,41.0,47.0,42.0,67.0,79.0,0,1,0,0,13.815511557963774,K. Kraus,1000000.0,14492.753623188406
22,63,70,7,0,60.0,43.0,42.0,45.0,63.0,71.0,0,1,0,0,13.710151153416941,K. Kruk,900000.0,14062.5
22,65,73,8,0,62.0,54.0,60.0,63.0,63.0,76.0,0,0,1,0,14.220976332738882,K. Krygård,1500000.0,22727.272727272728
22,66,75,9,0,60.0,58.0,56.0,62.0,64.0,78.0,0,0,1,0,14.403297778421795,K. Kubica,1800000.0,26865.671641791047
30,68,68,0,1,72.0,64.0,68.0,69.0,38.0,66.0,0,0,0,1,13.997832948091215,K. Kusk,1200000.0,17391.304347826088
21,79,88,9,0,82.0,73.0,74.0,82.0,41.0,67.0,0,0,0,1,17.370858648025116,K. Kvaratskhelia,35000000.0,437500.0
30,76,76,0,1,78.0,76.0,63.0,69.0,25.0,80.0,0,0,0,1,15.830413711839864,K. Laba,7500000.0,97402.5974025974
34,65,65,0,1,42.0,68.0,59.0,61.0,31.0,74.0,0,0,0,1,12.765691290604371,K. Lafferty,350000.0,5303.030303030303
29,72,72,0,1,64.0,58.0,64.0,68.0,72.0,74.0,0,1,0,0,14.508658238524095,K. Laifis,2000000.0,27397.260273972603
25,83,84,1,0,80.0,68.0,78.0,79.0,81.0,78.0,0,0,1,0,17.370858648025116,K. Laimer,35000000.0,416666.6666666667
30,72,72,0,1,75.0,61.0,71.0,70.0,69.0,71.0,0,1,0,0,14.508658238524095,K. Lala,2000000.0,27397.260273972603
18,62,69,7,0,68.0,55.0,59.0,61.0,60.0,57.0,0,1,0,0,13.493928313146206,K. Lamadrid,725000.0,11507.936507936507
23,64,69,5,0,81.0,54.0,56.0,65.0,24.0,64.0,0,0,1,0,13.681980308196241,K. Lankford,875000.0,13461.538461538461
31,73,73,0,1,81.0,68.0,70.0,75.0,47.0,57.0,0,0,1,0,14.731801689838349,K. Laribi,2500000.0,33783.78378378379
29,64,65,1,0,41.0,32.0,45.0,45.0,62.0,77.0,0,1,0,0,13.217675375388819,K. Larsen,550000.0,8461.538461538461
30,61,61,0,1,67.0,35.0,52.0,58.0,56.0,65.0,0,1,0,0,12.524530013005734,K. Larson,275000.0,4435.4838709677415
29,73,73,0,1,87.0,72.0,63.0,72.0,37.0,66.0,0,0,0,1,14.914123179965662,K. Lasagna,3000000.0,40540.54054054054
29,69,69,0,1,84.0,47.0,62.0,65.0,63.0,76.0,0,1,0,0,13.997832948091215,K. Lawrence,1200000.0,17142.85714285714
20,56,67,11,0,64.0,41.0,55.0,59.0,50.0,57.0,0,0,1,0,12.611541086966115,K. Leavy,300000.0,5263.1578947368425
21,55,62,7,0,69.0,31.0,45.0,54.0,53.0,58.0,0,1,0,0,12.388398368982115,K. Ledwidge,240000.0,4285.714285714285
34,65,65,0,1,50.0,61.0,66.0,66.0,61.0,64.0,0,0,1,0,12.691583538230217,K. Lee,325000.0,4924.242424242424
32,67,67,0,1,70.0,54.0,62.0,66.0,64.0,72.0,0,1,0,0,13.45883704259595,K. Leerdam,700000.0,10294.117647058823
